,Unnamed: 0,imdb_id,profit,Actors,Director,Genre,IMDB Rating,IMDB Votes,Production,Rated,Year,imdbID
540,2434,tt0250223,111127553,"Gérard Depardieu, Christian Clavier, Jamel Debbouze, Monica Bellucci",Alain Chabat,"Adventure, Comedy, Family",6.6,"40,532",Miramax Films,PG,2002,tt0250223
541,2440,tt0308772,102471,"Harry Eden, Vinnie Hunter, Molly Parker, David Wenham",Gillies MacKinnon,Drama,7.0,"2,351",Indican Pictures,R,2002,tt0308772
542,2449,tt0292506,101191884,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",Roger Donaldson,"Action, Drama, Mystery",6.6,"119,063",Touchstone Pictures,PG-13,2003,tt0292506
543,2450,tt0301357,74584880,"Daniel Brühl, Katrin Saß, Chulpan Khamatova, Maria Simon",Wolfgang Becker,"Comedy, Drama, Romance",7.7,"121,540",Sony Pictures Classics,R,2003,tt0301357
544,2469,tt0475590,2146621,"Min-seo Chae, Jung-sung Lee, Kyeong-bin Rah, Hyeon-jin Sa",Shin-yeon Won,"Drama, Horror",5.5,"1,052",N/A,N/A,2005,tt0475590
545,2476,tt0417397,14500000,"Artur Smolyaninov, Aleksey Chadov, Konstantin Kryukov, Ivan Kokorin",Fedor Bondarchuk,"Action, Drama, History",7.2,"17,409",Contender Entertainment Group,R,2005,tt0417397
546,2483,tt0817928,51896,"Pachornpol Jantieng, Thanyanan Mahapirun, Phongsak Rattanapong, Zeenam Soonthorn",Sarawut Wichiensarn,Horror,4.9,373,N/A,N/A,2006,tt0817928
547,2489,tt0382625,642820459,"Tom Hanks, Audrey Tautou, Ian McKellen, Jean Reno",Ron Howard,"Mystery, Thriller",6.6,"345,677",Sony Pictures,PG-13,2006,tt0382625
548,2496,tt0449059,92523181,"Abigail Breslin, Greg Kinnear, Paul Dano, Alan Arkin","Jonathan Dayton, Valerie Faris","Comedy, Drama",7.8,"382,360",Fox Searchlight,R,2006,tt0449059
549,2524,tt0858486,2101046,"Chad Allen, Rosanna Arquette, Bill Birch, Brooke Bloom",Aristomenis Tsirbas,"Animation, Action, Adventure",6.6,"10,411",Roadside Atrractions,PG,2007,tt0858486
550,2526,tt0796302,44852,"Lauren Birkell, Paul Borghese, Chira Cassel, Anthony Cirillo",David Ross,Drama,5.7,"9,291",Peace Arch Entertainment,R,2007,tt0796302
551,2532,tt0906108,40184721,"Tyler Perry, Sharon Leal, Janet Jackson, Malik Yoba",Tyler Perry,"Comedy, Drama",5.7,"10,289",Lionsgate Films,PG-13,2007,tt0906108
552,2547,tt1082853,2434658,"Jennifer Aniston, Steve Zahn, Margo Martindale, Fred Ward",Stephen Belber,"Comedy, Drama, Romance",5.9,"15,582",IDP/Samuel goldwyn Films,R,2008,tt1082853
553,2552,tt1129423,32956317,"Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",Alex Kendrick,"Drama, Romance",6.6,"18,319",Sherwood Pictures,PG,2008,tt1129423
554,2580,tt1231587,28572262,"John Cusack, Clark Duke, Craig Robinson, Rob Corddry",Steve Pink,"Comedy, Sci-Fi",6.4,"145,792",MGM,R,2010,tt1231587
555,2584,tt1422020,430041,"Adam Butcher, Shane Kippel, Matthew Morales, Slim Twig",Kim Chapiron,Drama,7.0,"9,385",Partizan Production,NOT RATED,2010,tt1422020
556,2595,tt1441956,29375,"Aqib Khan, Om Puri, Linda Bassett, Robert Pugh",Andy De Emmony,"Comedy, Drama",6.5,"2,461",D Films,N/A,2010,tt1441956
557,2612,tt1655442,118432856,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell",Michel Hazanavicius,"Comedy, Drama, Romance",7.9,"202,963",The Weinstein Company,PG-13,2011,tt1655442
558,2615,tt1704573,4206470,"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman",Richard Linklater,"Biography, Comedy, Crime",6.8,"50,126",Millenium Entertainment,PG-13,2011,tt1704573
559,2629,tt0453556,61608995,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith",Kevin Munroe,"Animation, Action, Adventure",6.3,"55,841",Warner Bros. Pictures,PG,2007,tt0453556
560,2634,tt0488798,36500000,"Akshay Kumar, Nana Patekar, Anil Kapoor, Mallika Sherawat",Anees Bazmee,"Comedy, Crime, Drama",6.7,"13,145",Studio 18,N/A,2007,tt0488798
561,2645,tt0283026,25911240,"Jesse Bradford, Erika Christensen, Shiri Appleby, Kate Burton",John Polson,"Drama, Thriller",5.0,"17,105",20th Century Fox,PG-13,2002,tt0283026
562,2650,tt0283084,4158074,"Alexis Bledel, William Hurt, Sissy Spacek, Jonathan Jackson",Jay Russell,"Drama, Romance, Family",6.7,"18,972",Buena Vista Pictures,PG,2002,tt0283084
563,2680,tt0426459,658573,"Balthazar Getty, Henry Rollins, Navi Rawat, Judah Friedlander",John Gulager,"Action, Comedy, Horror",6.4,"26,688",The Weinstein Company,R,2005,tt0426459
564,2701,tt0443543,46915017,"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell",Neil Burger,"Drama, Mystery, Romance",7.6,"316,576",Yari Film Group,PG-13,2006,tt0443543
565,2706,tt0460791,3669465,"Catinca Untaru, Justine Waddell, Lee Pace, Kim Uylenbroek",Tarsem Singh,"Adventure, Comedy, Drama",7.9,"95,136",Roadside Attractions,R,2006,tt0460791
566,2709,tt0430779,16627188,"Ritchie Allen, Jake T. Austin, Cherise Boothe, Jesse Bronstein","Colin Brady, Christopher Reeve, Dan St. Pierre","Animation, Adventure, Comedy",5.8,"6,652",20th Century Fox,G,2006,tt0430779
567,2717,tt0437857,69136,"Nathan Baesel, Angela Goethals, Robert Englund, Scott Wilson",Scott Glosserman,"Comedy, Horror, Thriller",6.8,"18,107",Anchor Bay,R,2006,tt0437857
568,2721,tt1038988,28948000,"Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano, Pablo Rosso","Jaume Balagueró, Paco Plaza","Horror, Mystery, Thriller",7.5,"141,521",Odeon Sky Filmworks,R,2007,tt1038988
569,2724,tt0473308,20179430,"Keri Russell, Nathan Fillion, Cheryl Hines, Jeremy Sisto",Adrienne Shelly,"Comedy, Drama, Romance",7.0,"39,309",Fox Searchlight Pictures,PG-13,2007,tt0473308
570,2728,tt0440963,372824138,"Matt Damon, Julia Stiles, David Strathairn, Scott Glenn",Paul Greengrass,"Action, Mystery, Thriller",8.1,"539,629",Universal Pictures,PG-13,2007,tt0440963
571,2738,tt0923811,223839,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuriko Yamaguchi","Masayuki, Kazuya Tsurumaki, Hideaki Anno","Animation, Action, Drama",7.8,"13,963",Eleven Arts,PG-13,2007,tt0923811
572,2746,tt0460810,900689,"John Malkovich, Colin Hanks, Emily Blunt, Ricky Jay",Sean McGinly,"Comedy, Drama",6.5,"12,387",Magnolia,PG,2008,tt0460810
573,2751,tt0936501,201830568,"Liam Neeson, Maggie Grace, Leland Orser, Jon Gries",Pierre Morel,"Action, Crime, Thriller",7.8,"510,548",20th Century Fox,PG-13,2008,tt0936501
574,2752,tt0467200,43269970,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",Justin Chadwick,"Biography, Drama, History",6.7,"89,759",Sony Pictures/Columbia,PG-13,2008,tt0467200
575,2777,tt1334104,900000,"Mohanlal, Bhavana, Shobana, Anu Anand",Amal Neerad,"Action, Crime",5.0,588,N/A,N/A,2009,tt1334104
576,2778,tt0492044,77527732,"Virginia Madsen, Kyle Gallner, Elias Koteas, Amanda Crew",Peter Cornwell,"Drama, Horror, Mystery",5.9,"53,360",Lionsgate,PG-13,2009,tt0492044
577,2785,tt1127715,5101756,"Marco Antonio Aguirre, Leonardo Alonso, Karla Cecilia Alvarado, Juan Pablo Arias Barrón",Cary Fukunaga,"Adventure, Crime, Drama",7.6,"27,599",Focus Features,R,2009,tt1127715
578,2795,tt0860906,41162041,"Cherami Leigh, Brina Palencia, Monica Rial, J. Michael Tatum","Masayuki, Kazuya Tsurumaki, Hideaki Anno","Animation, Action, Drama",8.0,"12,293",Eleven Arts,TV-14,2009,tt0860906
579,2797,tt0417741,683959197,"Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson",David Yates,"Adventure, Family, Fantasy",7.5,"363,371",Warner Bros. Pictures,PG,2009,tt0417741
580,2823,tt1571222,12462041,"Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel",David Cronenberg,"Biography, Drama, Romance",6.5,"87,192",Sony Pictures Classics,R,2011,tt1571222
581,2826,tt1723811,11193675,"Michael Fassbender, Lucy Walters, Mari-Ange Ramirez, James Badge Dale",Steve McQueen,Drama,7.2,"158,831",Fox Searchlight,NC-17,2011,tt1723811
582,2841,tt0397892,159979994,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton","Byron Howard, Chris Williams","Animation, Adventure, Comedy",6.9,"159,326",Walt Disney Pictures,PG,2008,tt0397892
583,2842,tt0814314,113167691,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy",Gabriele Muccino,"Drama, Romance",7.7,"250,623",Sony Pictures,PG-13,2008,tt0814314
584,2844,tt1155056,50636986,"Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine",John Hamburg,"Comedy, Romance",7.0,"175,574",Dreamworks/Paramount,R,2009,tt1155056
585,2848,tt1370429,3600000,"Kunal Khemu, Boman Irani, Soha Ali Khan, Cyrus Broacha","Krishna D.K., Raj Nidimoru","Comedy, Crime, Drama",7.3,"2,322",Big Pictures,N/A,2009,tt1370429
586,2855,tt1481363,8084148,"Junko Takeuchi, Chie Nakamura, Satoshi Hino, Shôtarô Morikubo",Masahiko Murata,"Animation, Action, Fantasy",7.3,"1,803",N/A,NOT RATED,2009,tt1481363
587,2858,tt1054580,14631377,"Soraya Omar-Scego, Idriss Abdillahi Houfaneh, Awa Saïd Darar, Roun Daher Aïnan",Sherry Hormann,"Biography, Drama",7.4,"9,885",National Geographic Entertainment,R,2009,tt1054580
588,2859,tt0780521,162045765,"Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley","Ron Clements, John Musker","Animation, Adventure, Comedy",7.1,"98,242",Walt Disney Pictures,G,2009,tt0780521
589,2860,tt0253754,7312826,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",Stuart Baird,"Action, Adventure, Sci-Fi",6.4,"62,669",Paramount Pictures,PG-13,2002,tt0253754
590,2862,tt0299658,261776732,"Taye Diggs, Cliff Saunders, Catherine Zeta-Jones, Renée Zellweger",Rob Marshall,"Comedy, Crime, Musical",7.2,"184,920",Miramax Films,PG-13,2002,tt0299658
591,2872,tt0297753,8500,"Cécile De France, Michael Lonsdale, Victoria Abril, François Siener","Chris Delaporte, Pascal Pinon(co-director)","Animation, Adventure, Family",6.1,"3,553",Samuel Goldwyn Films,PG-13,2003,tt0297753
592,2876,tt0301976,343816,"Don Cheadle, Ryan Gosling, Chris Klein, Jena Malone",Matthew Ryan Hoge,Drama,7.1,"20,915",Paramount Classics,R,2003,tt0301976
593,2886,tt0402906,17393,"Varhan Orchestrovich Bauer, Jaromír Kalina, Vít Klusák, Martin Prikryl","Vít Klusák, Filip Remunda","Documentary, Comedy",7.5,"1,901",SchwarzSmith/Taskovski Films,N/A,2004,tt0402906
594,2893,tt0370986,1524966,"Chase Ellison, George Webster, Rachael Nastassja Kraft, Lisa Long",Gregg Araki,"Drama, Mystery",7.7,"59,671",Tartan Films/TLA Releasing,UNRATED,2004,tt0370986
595,2894,tt0296572,10772733,"Vin Diesel, Colm Feore, Thandie Newton, Judi Dench",David Twohy,"Action, Adventure, Sci-Fi",6.7,"193,986",Universal Pictures,PG-13,2004,tt0296572
596,2898,tt0403358,27800000,"Konstantin Khabenskiy, Vladimir Menshov, Valeriy Zolotukhin, Mariya Poroshina",Timur Bekmambetov,"Action, Fantasy, Thriller",6.5,"48,852",Fox Searchlight,R,2004,tt0403358
597,2911,tt0456980,862,"Hiroshi Abe, Takashi Ukaji, Ko Shibasaki, Akio Ôtsuka",Takahiro Imamura,"Animation, Action",6.9,411,N/A,N/A,2006,tt0456980
598,2927,tt0366548,284335608,"Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez","George Miller, Warren Coleman(co-director), Judy Morris(co-director)","Animation, Comedy, Family",6.5,"144,497",Warner Bros. Pictures,PG,2006,tt0366548
599,2941,tt0858486,2101046,"Chad Allen, Rosanna Arquette, Bill Birch, Brooke Bloom",Aristomenis Tsirbas,"Animation, Action, Adventure",6.6,"10,411",Roadside Atrractions,PG,2007,tt0858486
600,2946,tt0796302,44852,"Lauren Birkell, Paul Borghese, Chira Cassel, Anthony Cirillo",David Ross,Drama,5.7,"9,291",Peace Arch Entertainment,R,2007,tt0796302
601,2947,tt1179904,193340800,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",Oren Peli,"Horror, Mystery, Thriller",6.3,"196,572",Paramount Pictures,R,2007,tt1179904
602,2968,tt0411477,75388063,"Ron Perlman, Selma Blair, Doug Jones, John Alexander",Guillermo del Toro,"Action, Adventure, Fantasy",7.0,"221,737",Universal Pictures,PG-13,2008,tt0411477
603,2973,tt1178640,666045,"Toby Keith, Rodney Carrington, Claire Forlani, Ted Nugent",Michael Salomon,"Action, Comedy, Crime",4.9,"1,528",Roadside Attractions,PG-13,2008,tt1178640
604,2979,tt1259998,3800000,"Noah Crawford, Brenna O'Brien, Aidan Drummond, Dempsey Pappion","Jay Oliva, Gary Hartle","Animation, Action, Family",6.3,"3,684",LionsGate Entertainment,PG,2008,tt1259998
605,3022,tt1767382,11101672,"Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Chan","Chris Kentis, Laura Lau","Drama, Horror, Mystery",5.3,"19,655",Open Road Films,R,2011,tt1767382
606,3039,tt1683526,72689,"Adrien Brody, Marcia Gay Harden, James Caan, Christina Hendricks",Tony Kaye,Drama,7.7,"63,041",Tribeca Films,NOT RATED,2011,tt1683526
607,3040,tt2150209,6086224,"Çetin Tekindor, Yigit Özsener, Gökçe Bahadir, Sacide Tasaner",Çagan Irmak,"Comedy, Drama, Family",8.0,"6,111",N/A,N/A,2011,tt2150209
608,3043,tt1410063,1311434,"Christian Bale, Ni Ni, Xinyi Zhang, Tianyuan Huang",Yimou Zhang,"Drama, History, Romance",7.6,"42,073",Wrekin Hill Entertainment,R,2011,tt1410063
609,3045,tt1568911,111584879,"Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup",Steven Spielberg,"Drama, War",7.2,"125,625",Walt Disney Pictures,PG-13,2011,tt1568911
610,3053,tt1907707,134634,"Michael Rainey Jr., Tracey Heggins, Common, Lonette McKee",Sheldon Candis,"Crime, Drama",6.0,"1,823",Indomina Media Inc.,R,2012,tt1907707
611,3062,tt1179034,826594,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden",Pierre Morel,"Action, Crime, Thriller",6.5,"102,478",Lionsgate Films,R,2010,tt1179034
612,3065,tt1196141,60700498,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",Thor Freudenthal,"Comedy, Family",6.2,"35,366",20th Century Fox,PG,2010,tt1196141
613,3070,tt1346629,101186,"Pyotr Logachev, Vladimir Gusev, Sergey Garmash, Aleksey Guskov",Johnny O'Reilly,"Mystery, Thriller",6.3,199,N/A,N/A,2011,tt1346629
614,3081,tt0295721,50997208,"Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Bai Ling",Gérard Krawczyk,"Action, Comedy, Crime",5.7,"33,744",ARP Sélection,NOT RATED,2003,tt0295721
615,3085,tt0317676,6818181,"Jonathan Cherry, Tyron Leitso, Clint Howard, Ona Grauer",Uwe Boll,"Action, Adventure, Horror",2.0,"33,308",Artisan,R,2003,tt0317676
616,3088,tt0251736,9829545,"Sid Haig, William Bassett, Karen Black, Erin Daniels",Rob Zombie,Horror,6.0,"64,662",Lions Gate Films Inc.,R,2003,tt0251736
617,3091,tt0306841,38534455,"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine",Jim Fall,"Adventure, Comedy, Family",5.4,"30,212",Walt Disney Pictures,PG,2003,tt0306841
618,3102,tt0372183,213500217,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles",Paul Greengrass,"Action, Mystery, Thriller",7.8,"380,352",Universal Pictures,PG-13,2004,tt0372183
619,3107,tt0369702,25729221,"Javier Bardem, Belén Rueda, Lola Dueñas, Mabel Rivera",Alejandro Amenábar,"Biography, Drama, Romance",8.0,"68,644",Fine Line Features,PG-13,2004,tt0369702
620,3113,tt0390384,417760,"Shane Carruth, David Sullivan, Casey Gooden, Anand Upadhyaya",Shane Carruth,"Drama, Sci-Fi, Thriller",6.9,"81,619",ThinkFilm,PG-13,2004,tt0390384
621,3114,tt0338348,140875730,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye",Robert Zemeckis,"Animation, Adventure, Family",6.6,"134,649",Warner Bros. Pictures,G,2004,tt0338348
622,3116,tt0317705,539442092,"Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee",Brad Bird,"Animation, Action, Adventure",8.0,"523,450",N/A,PG,2004,tt0317705
623,3121,tt0380268,163000,"Jon Roberts, Al Sunshine, Sam Burstyn, Mickey Munday",Billy Corben,"Documentary, Crime, History",7.9,"11,210",Magnolia Pictures,R,2006,tt0380268
624,3134,tt0444182,8463701,"Jamel Debbouze, Samy Naceri, Roschdy Zem, Sami Bouajila",Rachid Bouchareb,"Drama, War",7.1,"12,695",The Weinstein Company,R,2006,tt0444182
625,3152,tt0453548,414404,"Kate Beckinsale, Sam Rockwell, Michael Angarano, Jeannetta Arnette",David Gordon Green,"Drama, Romance",6.9,"11,396",Warner Independent,R,2007,tt0453548
626,3153,tt0845046,2870249,"Neil Dudgeon, Bill Milner, Jessica Hynes, Anna Wing",Garth Jennings,"Action, Adventure, Comedy",7.0,"28,306",Paramount Vantage,PG-13,2007,tt0845046
627,3159,tt0780607,199905,"Anessa Ramsey, Sahr Ngaujah, AJ Bowen, Matthew Stanton","David Bruckner, Dan Bush, Jacob Gentry","Horror, Sci-Fi, Thriller",6.1,"18,895",Magnolia Pictures,R,2007,tt0780607
628,3160,tt0955411,952820,"Ben Kingsley, Christian Slater, Alfred Molina, Elliott Gould","Bill Boyce, John Stronach","Animation, Family",2.9,"2,177",Rocky Mountain,PG,2007,tt0955411
629,3167,tt0825232,130372502,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd",Rob Reiner,"Adventure, Comedy, Drama",7.4,"199,510",Warner Bros. Pictures,PG-13,2007,tt0825232
630,3173,tt0834961,2227,"Jonathon Trent, Robert Miano, James C. Burns, Stacey Dash",Ben Waller,Thriller,3.2,198,Regent Releasing,R,2008,tt0834961
631,3187,tt1176251,165888,"Paul Dano, Zooey Deschanel, John Goodman, Edward Asner",Matt Aselton,"Comedy, Drama, Romance",6.1,"8,755",First Independent Pictures,R,2008,tt1176251
632,3190,tt1007028,18105111,"Elizabeth Banks, Seth Rogen, Craig Robinson, Gerry Bednob",Kevin Smith,"Comedy, Romance",6.6,"156,938",The Weinstein Company,R,2008,tt1007028
633,3191,tt1046163,16620508,"Dane Cook, Kate Hudson, Alec Baldwin, Jason Biggs",Howard Deutch,"Comedy, Romance",5.9,"38,894",Lionsgate,R,2008,tt1046163
634,3197,tt1172570,2030712,"Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker",Nicolas Winding Refn,"Action, Biography, Crime",7.1,"97,996",Magnolia Pictures,R,2008,tt1172570
635,3216,tt1032825,72000000,"Natalie Portman, Scott Cohen, Lisa Kudrow, Charlie Tahan",Don Roos,Drama,6.4,"16,493",IFC Films,R,2009,tt1032825
636,3231,tt1398949,99303,"Amos Poe, Ann Magnuson, Becky Johnston, Beth B",Celine Danhier,Documentary,7.0,621,Insurgent Releasing,UNRATED,2010,tt1398949
637,3232,tt0892769,329878759,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera","Dean DeBlois, Chris Sanders","Animation, Adventure, Comedy",8.1,"538,916",Paramount/DWA,PG,2010,tt0892769
638,3237,tt1196141,60700498,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",Thor Freudenthal,"Comedy, Family",6.2,"35,366",20th Century Fox,PG,2010,tt1196141
639,3243,tt0491152,24901913,"Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski",Luke Greenfield,"Comedy, Drama, Romance",5.9,"51,202",Warner Bros.,PG-13,2011,tt0491152
640,3283,tt0398286,331794936,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman","Nathan Greno, Byron Howard","Animation, Adventure, Comedy",7.8,"325,886",Walt Disney Pictures,PG,2010,tt0398286
641,3285,tt1411238,122780440,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes",Ivan Reitman,"Comedy, Romance",6.2,"182,199",Paramount Pictures,R,2011,tt1411238
642,3291,tt1640484,31110610,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine",Salim Akil,"Comedy, Drama",5.7,"8,406",Sony Pictures,PG-13,2011,tt1640484
643,3296,tt1216475,359852396,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer","John Lasseter, Brad Lewis(co-director)","Animation, Adventure, Comedy",6.2,"116,954",Walt Disney Pictures/PIXAR,G,2011,tt1216475
644,3298,tt1934231,13945000,"Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury","Abhinay Deo, Akshat Verma","Comedy, Crime",7.6,"21,286",UTV Motion Pictures,NOT RATED,2011,tt1934231
645,3300,tt0338459,159011982,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",Robert Rodriguez,"Action, Adventure, Comedy",4.2,"44,025",Dimension Films,PG,2003,tt0338459
646,3307,tt0378867,29452,"David Sutcliffe, Celina Font, Antonio Sabato Jr., Jennifer Coolidge",David Moreton,"Comedy, Drama, Romance",5.5,"1,049",Blue Streak Films,R,2003,tt0378867
647,3309,tt0315459,18928,"Scott Caan, Jeff Goldblum, Shawn Hatosy, Kelly Lynch",Scott Caan,Drama,6.2,"1,063",ThinkFilm,R,2003,tt0315459
648,3310,tt0377834,12212123,"Alberto San Juan, Ernesto Alterio, Natalia Verbeke, Pere Ponce",David Serrano,Comedy,6.2,"2,289",Dogwoof Pictures,N/A,2003,tt0377834
649,3316,tt0324216,97571655,"Jessica Biel, Jonathan Tucker, Erica Leerhsen, Mike Vogel",Marcus Nispel,Horror,6.2,"115,130",New Line Cinema,R,2003,tt0324216
650,3323,tt0339291,69073645,"Jim Carrey, Liam Aiken, Emily Browning, Kara Hoffman",Brad Silberling,"Adventure, Comedy, Family",6.8,"172,646",Paramount Pictures,PG,2004,tt0339291
651,3336,tt0478213,401,"Nabil Saber, Dania Hammoud, Paolo Romano, Sahar Alasbahi",Bader Ben Hirsi,"Drama, Romance",6.1,140,N/A,N/A,2005,tt0478213
652,3344,tt0758742,7793200,"Tatsuya Fujiwara, Ken'ichi Matsuyama, Asaka Seto, Shigeki Hosokawa",Shûsuke Kaneko,"Crime, Drama, Fantasy",7.9,"25,046",N/A,NOT RATED,2006,tt0758742
653,3347,tt0814075,201275,"Adam, Jeff Anderson, Pope Benedict XVI, Monsignor Cain",Amy Berg,"Documentary, Crime",8.0,"8,870",Lionsgate Films,NOT RATED,2006,tt0814075
654,3354,tt0808506,3800000,"Riisa Naka, Takuya Ishida, Mitsutaka Itakura, Ayami Kakiuchi",Mamoru Hosoda,"Animation, Adventure, Comedy",7.8,"43,940",Tokikake Film Partners,NOT RATED,2006,tt0808506
655,3371,tt1038988,28948000,"Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano, Pablo Rosso","Jaume Balagueró, Paco Plaza","Horror, Mystery, Thriller",7.5,"141,521",Odeon Sky Filmworks,R,2007,tt1038988
656,3374,tt0393597,94000000,"Anggun, James Earl Jones, Patrick Stewart, Ulrich Tukur","Alastair Fothergill, Mark Linfield",Documentary,8.0,"13,260",Walt Disney Films,G,2007,tt0393597
657,3375,tt0828065,37895,"Kay Panabaker, Don Johnson, Lori Loughlin, James Best",Michael Damian,"Drama, Family",6.3,"1,018",Rocky Mountain,G,2007,tt0828065
658,3382,tt0463872,35649600,"Gérard Depardieu, Clovis Cornillac, Benoît Poelvoorde, Alain Delon","Frédéric Forestier, Thomas Langmann","Adventure, Comedy, Family",5.1,"22,348",Pathé Distribution,NOT RATED,2008,tt0463872
659,3385,tt0862846,11174377,"Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack",Christine Jeffs,"Comedy, Drama",6.9,"63,740",Overture Films,R,2008,tt0862846
660,3392,tt1139797,6785801,"Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl",Tomas Alfredson,"Drama, Horror, Romance",7.9,"184,440",Magnet/Magnolia Pictures,R,2008,tt1139797
661,3409,tt0397892,159979994,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton","Byron Howard, Chris Williams","Animation, Adventure, Comedy",6.9,"159,326",Walt Disney Pictures,PG,2008,tt0397892
662,3417,tt1205489,236958228,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",Clint Eastwood,Drama,8.2,"612,361",Warner Bros. Pictures/Village Roadshow,R,2008,tt1205489
663,3438,tt1234554,1688518,"Julia Jentsch, Monica Bleibtreu, Volker Bruch, Andreas Buntscheck",Bettina Oberli,"Crime, Drama, History",5.7,657,Constantin Film Verleih,N/A,2009,tt1234554
664,3464,tt2008006,2802459,"Andy Lau, Deannie Yip, Hailu Qin, Fuli Wang",Ann Hui,Drama,7.6,"4,333",China Lion Film Distribution,NOT RATED,2011,tt2008006
665,3471,tt1720616,12186625,"Adam Scott, Jennifer Westfeldt, Maya Rudolph, Chris O'Dowd",Jennifer Westfeldt,"Comedy, Drama, Romance",6.2,"37,707",Roadside Attractions,R,2011,tt1720616
666,3472,tt1853614,6748712,"Karen Miyama, Yuka, Daizaburo Arakawa, Toshiyuki Nishida",Hiroyuki Okiura,"Animation, Drama, Family",7.3,"4,389",GKIDS,NOT RATED,2011,tt1853614
667,3473,tt1715873,201146,"Channing Tatum, Jenna Dewan Tatum, Justin Long, Max Minghella",Jamie Linden,"Comedy, Drama, Romance",6.1,"20,411",Anchor Bay Entertainment,PG-13,2011,tt1715873
668,3487,tt2391821,2,"Akira Emoto, Ryûzô Hayashi, Shôzô Hayashiya, Tamiyo Kusakari",Gisaburô Sugii,Animation,5.4,138,N/A,N/A,2012,tt2391821
669,3503,tt1853614,6748712,"Karen Miyama, Yuka, Daizaburo Arakawa, Toshiyuki Nishida",Hiroyuki Okiura,"Animation, Drama, Family",7.3,"4,389",GKIDS,NOT RATED,2011,tt1853614
670,3504,tt1715873,201146,"Channing Tatum, Jenna Dewan Tatum, Justin Long, Max Minghella",Jamie Linden,"Comedy, Drama, Romance",6.1,"20,411",Anchor Bay Entertainment,PG-13,2011,tt1715873
671,3507,tt2070649,29300000,"Yoo Gong, Yu-mi Jung, Hyeon-soo Kim, Kim Jee-Young",Dong-hyuk Hwang,"Action, Crime, Drama",8.0,"5,978",CJ Entertainment,N/A,2011,tt2070649
672,3533,tt0375679,91910061,"Karina Arroyave, Sandra Bullock, Dato Bakhtadze, Don Cheadle",Paul Haggis,"Crime, Drama, Thriller",7.8,"379,391",Lions Gate Films,R,2004,tt0375679
673,3534,tt0333766,24281723,"Zach Braff, Kenneth Graymez, George C. Wolfe, Austin Lysy",Zach Braff,"Comedy, Drama, Romance",7.5,"194,224",Fox Searchlight,R,2004,tt0333766
674,3559,tt0401792,118733820,"Jessica Alba, Devon Aoki, Alexis Bledel, Powers Boothe","Frank Miller, Robert Rodriguez, Quentin Tarantino","Crime, Thriller",8.0,"690,122",Dimension Films,R,2005,tt0401792
