,Unnamed: 0imdb_id,budget,imdb_idimdb_id,revenue,Unnamed: 0imdbID,Actors,Country,Director,Genre,IMDB Rating,IMDB Votes,Language,Production,Rated,Released,Runtime,Title,Year,imdb_idimdbID
1251,1251,7700000,tt1372686,1072602,1251.0,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt","USA, India",Steven Spielberg,"Biography, Drama, History",7.4,"211,558",English,Dreamworks Pictures,PG-13,16-Nov-12,150 min,Lincoln,2012.0,tt0443272
1252,1252,69000000,tt1611224,112265139,1252.0,"Sam Riley, Garrett Hedlund, Kristen Stewart, Amy Adams","France, USA, UK, Brazil, Canada, Argentina",Walter Salles,"Adventure, Drama, Romance",6.1,"35,571","English, French",IFC Films/Sundance Selects,R,23-May-12,124 min,On the Road,2012.0,tt0337692
1253,1253,7500000,tt1034314,8135031,1253.0,"Jason Statham, Catherine Chan, Robert John Burke, James Hong",USA,Boaz Yakin,"Action, Crime, Thriller",6.5,"90,372","English, Mandarin, Russian",Lionsgate Films,R,27-Apr-12,94 min,Safe,2012.0,tt1656190
1254,1254,15000000,tt1764234,37930465,1254.0,"Chris Pine, Elizabeth Banks, Michael Hall D'Addario, Michelle Pfeiffer",USA,Alex Kurtzman,"Comedy, Drama",7.1,"36,739","English, Spanish",Dreamworks Pictures,PG-13,29-Jun-12,114 min,People Like Us,2012.0,tt1716777
1255,1255,65000000,tt0443272,275293450,1255.0,"RZA, Rick Yune, Russell Crowe, Lucy Liu","USA, Hong Kong",RZA,Action,5.4,"55,934","English, Mandarin",Universal Studios,R,2-Nov-12,95 min,The Man with the Iron Fists,2012.0,tt1258972
1256,1256,25000000,tt0337692,8784318,1256.0,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey","India, France, Germany, USA, Canada",Ritesh Batra,"Drama, Romance",7.8,"37,290","Hindi, English",Sony Pictures Classics,PG,20-Sep-13,104 min,The Lunchbox,2013.0,tt2350496
1257,1257,30000000,tt1656190,40346186,1257.0,"Keri Russell, Josh Hamilton, Dakota Goyo, Kadan Rockett",USA,Scott Stewart,"Horror, Sci-Fi, Thriller",6.3,"61,851",English,The Weinstein Company,PG-13,22-Feb-13,97 min,Dark Skies,2013.0,tt2387433
1258,1258,16000000,tt1716777,12434778,1258.0,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo","USA, France",Luc Besson,"Comedy, Crime, Thriller",6.3,"95,422","English, French, Italian",Relativity Media,R,13-Sep-13,111 min,The Family,2013.0,tt2404311
1259,1259,15000000,tt1258972,15608545,1259.0,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",USA,Fede Alvarez,"Fantasy, Horror",6.5,"136,468",English,TriStar Pictures,R,5-Apr-13,91 min,Evil Dead,2013.0,tt1288558
1260,1260,1000000,tt2350496,4235151,1260.0,"Marcia Gay Harden, Matt Barr, Zac Efron, Mallory Moye",USA,Peter Landesman,"Drama, History, Mystery",6.3,"12,723",English,Exclusive Releasing,PG-13,2-Oct-13,93 min,Parkland,2013.0,tt2345112
1261,1261,3500000,tt2387433,25174316,1261.0,"Liam Neeson, Maria Bello, Mila Kunis, Kim Basinger","Belgium, USA, UK, Germany",Paul Haggis,"Drama, Romance",6.4,"22,901","English, Italian",Sony Pictures Classics,R,14-Nov-14,137 min,Third Person,2013.0,tt2343793
1262,1262,30000000,tt2404311,36894225,1262.0,"Liam Hemsworth, Michael Angarano, Dwayne Johnson, Paul Ben-Victor",USA,Dito Montiel,"Crime, Thriller",5.2,"16,264",English,The Film Arcade,R,30-Aug-13,94 min,Empire State,2013.0,tt2171867
1263,1263,17000000,tt1288558,97542952,1263.0,"Miles Teller, Shailene Woodley, Brie Larson, Masam Holden",USA,James Ponsoldt,"Comedy, Drama, Romance",7.1,"119,790",English,A24,R,13-Sep-13,95 min,The Spectacular Now,2013.0,tt1714206
1264,1264,10000000,tt2345112,653651,1264.0,"Tiger Hu Chen, Keanu Reeves, Karen Mok, Hai Yu","USA, China, Hong Kong",Keanu Reeves,"Action, Drama",6.1,"30,591","Cantonese, English, Mandarin",Radius-TWC,R,5-Jul-13,105 min,Man of Tai Chi,2013.0,tt2016940
1265,1265,28000000,tt2343793,1749201,1265.0,"Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa","UK, South Africa",Justin Chadwick,"Biography, Drama, History",7.1,"23,156","English, Afrikaans, Xhosa",The Weinstein Co.,PG-13,25-Dec-13,141 min,Mandela: Long Walk to Freedom,2013.0,tt2304771
1266,1266,11000000,tt2171867,3639345,1266.0,"B??r??nice Bejo, Ali Mosaffa, Tahar Rahim, Pauline Burlet","France, Italy, Belgium, Iran",Asghar Farhadi,"Drama, Mystery",7.8,"37,276","French, Persian",Sony Pictures Classics,PG-13,17-May-13,130 min,The Past,2013.0,tt2404461
1267,1267,2500000,tt1714206,6854611,1267.0,"Aaron Paul, Dominic Cooper, Imogen Poots, Scott Mescudi","USA, India",Scott Waugh,"Action, Crime, Thriller",6.5,"145,969",English,Walt Disney Studios,PG-13,14-Mar-14,132 min,Need for Speed,2014.0,tt2369135
1268,1268,25000000,tt2016940,2054941,1268.0,"Julianne Moore, Kate Bosworth, Shane McRae, Hunter Parrish","USA, UK, France","Richard Glatzer, Wash Westmoreland",Drama,7.5,"102,818",English,Sony Pictures Classics,PG-13,20-Feb-15,101 min,Still Alice,2014.0,tt3316960
1269,1269,35000000,tt2304771,27330000,1269.0,"Dan Stevens, Maika Monroe, Brendan Meyer, Sheila Kelley","USA, UK",Adam Wingard,"Mystery, Thriller",6.7,"74,408",English,Picturehouse Films,R,5-Sep-14,100 min,The Guest,2014.0,tt2980592
1270,1270,11000000,tt2404461,10631747,1270.0,"Ashley Judd, Morgan Freeman, Austin Stowell, Kris Kristofferson",USA,Charles Martin Smith,"Drama, Family",6.4,"6,714",English,Warner Bros. Pictures,PG,12-Sep-14,107 min,Dolphin Tale 2,2014.0,tt2978462
1271,1271,66000000,tt2369135,203277636,1271.0,"Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber","UK, Finland, Germany",Jalmari Helander,"Action, Adventure",5.4,"24,582","English, Finnish",EuropaCorp,PG-13,26-Jun-15,110 min,Big Game,2014.0,tt2088003
1272,1272,5000000,tt3316960,43884652,1272.0,"Colin Firth, Antonia Clarke, Natasha Andrews, Val??rie Beaulieu","USA, UK",Woody Allen,"Comedy, Romance",6.6,"53,488","English, French",Sony Pictures Classics,PG-13,15-Aug-14,97 min,Magic in the Moonlight,2014.0,tt2870756
1273,1273,5000000,tt2980592,2367161,1273.0,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon",USA,Steven Quale,"Action, Thriller",5.8,"57,529",English,Warner Bros. Pictures,PG-13,8-Aug-14,89 min,Into the Storm,2014.0,tt2106361
1274,1274,36000000,tt2978462,52424533,1274.0,"Jake T. Austin, Carlinhos Brown, Kristin Chenoweth, Jemaine Clement",USA,Carlos Saldanha,"Animation, Adventure, Comedy",6.3,"64,785","English, Portuguese",20th Century Fox,G,11-Apr-14,101 min,Rio 2,2014.0,tt2357291
1275,1275,8500000,tt2088003,7500000,1275.0,"Michael Shannon, Doug Griffin, Randy Austin, Carl Palmer",USA,Ramin Bahrani,Drama,7.1,"22,539",English,,R,9-Oct-15,112 min,99 Homes,2014.0,tt2891174
1276,1276,16800000,tt2870756,51029361,1276.0,"Chris Berman, Dave Donaldson, Patrick St. Esprit, Chi McBride",USA,Ivan Reitman,"Drama, Sport",6.8,"43,850",English,Summit Entertainment,PG-13,11-Apr-14,110 min,Draft Day,2014.0,tt2223990
1277,1277,50000000,tt2106361,160602194,1277.0,"Daniel Radcliffe, Jessica Brown Findlay, Bronson Webb, James McAvoy","USA, UK, Canada",Paul McGuigan,"Drama, Horror, Sci-Fi",6.0,"40,935",English,20th Century Fox,PG-13,25-Nov-15,110 min,Victor Frankenstein,2015.0,tt1976009
1278,1278,103000000,tt2357291,500188435,1278.0,"Naomi Watts, Ben Stiller, Maria Dizzia, Adam Horovitz",USA,Noah Baumbach,"Comedy, Drama, Mystery",6.3,"36,130",English,A24,R,17-Apr-15,97 min,While We're Young,2014.0,tt1791682
1279,1279,8000000,tt2891174,1411927,1279.0,"Alicia Vikander, Eddie Redmayne, Tusse Silberg, Adrian Schiller","UK, USA, Germany, Denmark, Belgium",Tom Hooper,"Biography, Drama, Romance",7.1,"117,790","English, French, German",Focus Features,R,22-Jan-16,119 min,The Danish Girl,2015.0,tt0810819
1280,1280,25000000,tt2223990,28831145,1280.0,"Christina Hendricks, Iain De Caestecker, Saoirse Ronan, Matt Smith",USA,Ryan Gosling,"Drama, Fantasy, Mystery",5.8,"13,736",English,Warner Bros. Pictures,R,10-Apr-15,95 min,Lost River,2014.0,tt2366608
1281,1281,40000000,tt1976009,34227298,1281.0,"Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root",USA,Michael Showalter,"Comedy, Drama, Romance",6.7,"13,952",English,Red Crown Productions,R,1-Apr-16,90 min,"Hello, My Name Is Doris",2015.0,tt3766394
1282,1282,10000000,tt1791682,7587485,1282.0,"Bryan Cranston, Michael Stuhlbarg, David Maldonado, John Getz",USA,Jay Roach,"Biography, Drama",7.5,"60,852",English,Bleecker Street Media,R,27-Nov-15,124 min,Trumbo,2015.0,tt3203606
1283,1283,15000000,tt0810819,64191523,1283.0,"Lily Tomlin, Judy Greer, Julia Garner, Carlos Miranda",USA,Paul Weitz,"Comedy, Drama",6.7,"12,024",English,Sony Pictures Classics,R,18-Sep-15,79 min,Grandma,2015.0,tt4270516
1284,1284,2000000,tt2366608,45431,1284.0,"Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray",USA,Cameron Crowe,"Comedy, Drama, Romance",5.4,"47,180","English, Hawaiian, Russian",Sony Pictures,PG-13,29-May-15,105 min,Aloha,2015.0,tt1243974
1285,1285,1000000,tt3766394,14444999,1285.0,"Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo",USA,Jason Zada,"Horror, Mystery, Thriller",4.8,"30,877","English, Japanese",Gramercy Pictures,PG-13,8-Jan-16,93 min,The Forest,2016.0,tt3387542
1286,1286,15000000,tt3203606,8235661,1286.0,"Mila Kunis, Kathryn Hahn, Kristen Bell, Christina Applegate",USA,"Jon Lucas, Scott Moore",Comedy,6.2,"78,773",English,Block Entertainment,R,29-Jul-16,100 min,Bad Moms,2016.0,tt4651520
1287,1287,600000,tt4270516,7087452,1287.0,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement","USA, India",Steven Spielberg,"Adventure, Family, Fantasy",6.4,"57,141",English,Walt Disney Pictures,PG,1-Jul-16,117 min,The BFG,2016.0,tt3691740
1288,1288,37000000,tt1243974,26250020,1288.0,"Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley","UK, Germany, China",Eran Creevy,"Action, Crime, Thriller",5.7,"10,012","English, German",Open Road Films,PG-13,24-Feb-17,99 min,Collide,2016.0,tt2126235
1289,1289,10000000,tt3387542,40055439,1289.0,"Naomi Watts, Oliver Platt, Charlie Heaton, Jacob Tremblay","France, Canada",Farren Blackburn,"Drama, Horror, Thriller",4.7,"7,761",English,EuropaCorp,PG-13,11-Nov-16,91 min,Shut In,2016.0,tt2582500
1290,1290,20000000,tt4651520,183936074,1290.0,"Bryan Cranston, Leanne Best, Daniel Mays, Tom Vaughan-Lawlor",UK,Brad Furman,"Biography, Crime, Drama",7.0,"50,265","English, Spanish",Broad Green Pictures,R,13-Jul-16,127 min,The Infiltrator,2016.0,tt1355631
1291,1291,140000000,tt3691740,183345589,1291.0,"Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball",USA,Jared Hess,"Action, Comedy, Crime",5.8,"35,183","English, Spanish",Relativity Media,PG-13,30-Sep-16,95 min,Masterminds,2016.0,tt2461150
1292,1292,21500000,tt2126235,4811525,1292.0,"George Clooney, Julia Roberts, Jack O'Connell, Dominic West",USA,Jodie Foster,"Crime, Drama, Thriller",6.5,"73,294","English, Korean, Icelandic",Smokehouse Pictures,R,13-May-16,98 min,Money Monster,2016.0,tt2241351
1293,1293,10000000,tt2582500,13082071,1293.0,"Jackie Chan, Johnny Knoxville, Bingbing Fan, Eric Tsang","China, Hong Kong, USA",Renny Harlin,"Action, Adventure, Comedy",5.7,"13,688","Mandarin, English",Saban Films,PG-13,2-Sep-16,107 min,Skiptrace,2016.0,tt2238032
1294,1294,25000000,tt1355631,15436808,1294.0,"Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren ?sugi",Japan,"Hideaki Anno, Shinji Higuchi(co-director)","Action, Adventure, Drama",6.7,"11,891","Japanese, Japanese Sign Language, English, German",Toho Company,NOT RATED,29-Jul-16,120 min,Shin Godzilla,2016.0,tt4262980
1295,1295,25000000,tt2461150,29200000,1295.0,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",USA,Ben Falcone,Comedy,5.4,"31,954",English,Universal Pictures,R,8-Apr-16,99 min,The Boss,2016.0,tt2702724
1296,1296,27000000,tt2241351,93282604,1296.0,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick",USA,Greg Coolidge,"Comedy, Romance",5.5,"39,342",English,Lionsgate,PG-13,6-Oct-06,103 min,Employee of the Month,2006.0,tt0424993
1297,1297,32000000,tt2238032,58500000,1297.0,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson",USA,Craig Brewer,"Drama, Music",7.0,"55,684",English,Paramount Vantage,R,2-Mar-07,116 min,Black Snake Moan,2006.0,tt0462200
1298,1298,15000000,tt4262980,77000000,1298.0,"Julia Roberts, Nicolas Cage, Meryl Streep, Paul Giamatti",USA,John A. Davis,"Animation, Adventure, Comedy",5.9,"32,069",English,Warner Bros. Pictures,PG,28-Jul-06,88 min,The Ant Bully,2006.0,tt0429589
1299,1299,29000000,tt2702724,78636257,1299.0,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy",USA,Phil Joanou,"Crime, Drama, Sport",6.9,"35,847",English,Sony Pictures,PG-13,15-Sep-06,125 min,Gridiron Gang,2006.0,tt0421206
1300,1300,12000000,tt0424993,38368909,1300.0,"Brian O'Halloran, Jeff Anderson, Jason Mewes, Kevin Smith",USA,Kevin Smith,Comedy,7.4,"119,512",English,MGM,R,21-Jul-06,97 min,Clerks II,2006.0,tt0424345
1301,1301,15000000,tt0462200,10903846,1301.0,"Stan Collymore, Sharon Stone, Neil Maskell, David Thewlis","UK, Germany, Spain, USA",Michael Caton-Jones,"Drama, Mystery, Thriller",4.2,"32,956",English,Sony Pictures,R,31-Mar-06,114 min,Basic Instinct 2,2006.0,tt0430912
1302,1302,50000000,tt0429589,55181129,1302.0,"Kal Penn, Tabu, Irrfan Khan, Jacinda Barrett","USA, India",Mira Nair,Drama,7.6,"17,370","English, Hindi, Bengali, French",Fox Searchlight Pictures,PG-13,6-Apr-07,122 min,The Namesake,2006.0,tt0433416
1303,1303,30000000,tt0421206,41480851,1303.0,"Kristen Bell, Ian Somerhalder, Christina Milian, Rick Gonzalez",USA,Jim Sonzero,"Horror, Sci-Fi, Thriller",4.7,"25,974",English,The Weinstein Company,PG-13,11-Aug-06,90 min,Pulse,2006.0,tt0454919
1304,1304,5000000,tt0424345,26888376,1304.0,"Jack Black, Kyle Gass, JR Reed, Ronnie James Dio","USA, Germany",Liam Lynch,"Adventure, Comedy, Music",6.8,"90,931",English,New Line Cinema,R,22-Nov-06,93 min,Tenacious D in The Pick of Destiny,2006.0,tt0365830
1305,1305,70000000,tt0430912,38629478,1305.0,"Chris Tucker, Jackie Chan, Max von Sydow, Hiroyuki Sanada","USA, Germany",Brett Ratner,"Action, Comedy, Crime",6.2,"130,469","English, French, Japanese, Mandarin, Latin",New Line Cinema,PG-13,10-Aug-07,91 min,Rush Hour 3,2007.0,tt0293564
1306,1306,12000000,tt0433416,20138836,1306.0,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard",USA,Kirsten Sheridan,"Drama, Music",7.5,"93,149",English,Warner Bros. Pictures,PG,21-Nov-07,114 min,August Rush,2007.0,tt0426931
1307,1307,38000000,tt0454919,29907685,1307.0,"Bruce Campbell, Grace Thorsen, Taylor Sharpe, Ted Raimi",USA,Bruce Campbell,"Comedy, Fantasy, Horror",6.3,"22,054",English,Image Entertainment,R,13-Apr-07,84 min,My Name Is Bruce,2007.0,tt0489235
1308,1308,22000000,tt0365830,13405595,1308.0,"Kurt Russell, Zo? Bell, Rosario Dawson, Vanessa Ferlito",USA,"Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie","Action, Horror, Thriller",7.6,"162,701","English, Spanish",The Weinstein Co./Dimension,R,6-Apr-07,191 min,Grindhouse,2007.0,tt0462322
1309,1309,140000000,tt0293564,258022233,1309.0,"Joseph Gordon-Levitt, Jeff Daniels, Matthew Goode, Isla Fisher",USA,Scott Frank,"Crime, Drama, Thriller",7.1,"52,792",English,Miramax,R,30-Mar-07,99 min,The Lookout,2007.0,tt0427470
1310,1310,25000000,tt0426931,66122026,1310.0,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith","Hong Kong, USA",Kevin Munroe,"Animation, Action, Adventure",6.3,"55,841",English,Warner Bros. Pictures,PG,23-Mar-07,87 min,TMNT,2007.0,tt0453556
1311,1311,1500000,tt0489235,173066,1311.0,"Kevin Costner, Demi Moore, Dane Cook, William Hurt",USA,Bruce A. Evans,"Crime, Drama, Thriller",7.3,"130,103",English,MGM,R,1-Jun-07,120 min,Mr. Brooks,2007.0,tt0780571
1312,1312,67000000,tt0462322,25037897,1312.0,"Anne Hathaway, James McAvoy, Julie Walters, James Cromwell","UK, Ireland",Julian Jarrold,"Biography, Drama, Romance",7.1,"50,464",English,Miramax Films,PG,10-Aug-07,120 min,Becoming Jane,2007.0,tt0416508
1313,1313,16000000,tt0427470,5367030,1313.0,"Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse","USA, Canada",Mark Helfrich,"Comedy, Romance",5.6,"77,655",English,Lionsgate Films,R,21-Sep-07,96 min,Good Luck Chuck,2007.0,tt0452625
1314,1314,34000000,tt0453556,95608995,1314.0,"Alex Fisher, Scott Speedman, Liv Tyler, Kip Weeks",USA,Bryan Bertino,"Horror, Mystery, Thriller",6.2,"99,561",English,Universal Pictures,R,30-May-08,86 min,The Strangers,2008.0,tt0482606
1315,1315,20000000,tt0780571,41637263,1315.0,"Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee",USA,"Danny Pang, Oxide Chun Pang","Action, Crime, Thriller",5.4,"50,504","English, Thai",Lionsgate,R,5-Sep-08,99 min,Bangkok Dangerous,2008.0,tt0814022
1316,1316,16500000,tt0416508,37311672,1316.0,"Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell",USA,Tom Vaughan,"Comedy, Romance",6.1,"149,488","English, Serbo-Croatian",20th Century Fox,PG-13,9-May-08,99 min,What Happens in Vegas,2008.0,tt1033643
1317,1317,25000000,tt0452625,59192128,1317.0,"Jaime King, Gabriel Macht, Dan Gerrity, Arthur the Cat",USA,Frank Miller,"Action, Crime, Fantasy",4.8,"55,704","English, French",Lionsgate Films,PG-13,25-Dec-08,103 min,The Spirit,2008.0,tt0831887
1318,1318,9000000,tt0482606,82391145,1318.0,"Piper Perabo, Manolo Cardona, Jamie Lee Curtis, Jos?? Mar??a Yazpik",USA,Raja Gosnell,"Adventure, Comedy, Drama",3.7,"18,823",English,Walt Disney Pictures,PG,3-Oct-08,91 min,Beverly Hills Chihuahua,2008.0,tt1014775
1319,1319,45000000,tt0814022,42487390,1319.0,"Tony Jaa, Sarunyu Wongkrachang, Sorapong Chatree, Primorata Dejudom",Thailand,"Tony Jaa, Panna Rittikrai",Action,6.2,"26,307",Thai,Magnolia Pictures,R,4-Dec-08,98 min,On-Bak 2,2008.0,tt0785035
1320,1320,35000000,tt1033643,170000000,1320.0,"Y?suke Iseya, Jason Bermingham, Eduardo Semerjian, Don McKellar","Canada, Brazil, Japan",Fernando Meirelles,"Drama, Mystery, Sci-Fi",6.6,"62,450","English, Japanese",Miramax,R,3-Oct-08,121 min,Blindness,2008.0,tt0861689
1321,1321,60000000,tt0831887,39031337,1321.0,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin",USA,Peter Segal,"Action, Adventure, Comedy",6.5,"177,049","English, Russian, Panjabi, Arabic",Warner Bros. Pictures,PG-13,20-Jun-08,110 min,Get Smart,2008.0,tt0425061
1322,1322,20000000,tt1014775,149281606,1322.0,"John Cusack, Hilary Duff, Marisa Tomei, Joan Cusack",USA,Joshua Seftel,"Action, Comedy, Thriller",5.7,"20,420","English, Hungarian",First Look Pictures,R,13-Jun-08,107 min,"War, Inc.",2008.0,tt0884224
1323,1323,8500000,tt0785035,8936663,1323.0,"John Krasinski, David de Vries, Rick Forrester, Craig S. Harper","USA, Germany",George Clooney,"Comedy, Drama, Romance",6.0,"28,818","English, German",Universal Pictures,PG-13,4-Apr-08,114 min,Leatherheads,2008.0,tt0379865
1324,1324,25000000,tt0861689,19844979,1324.0,"Emma Roberts, Lexi Ainsworth, Shelby Young, Johnny Pacar","USA, UK, France",Nick Moore,"Comedy, Drama, Romance",6.1,"40,584",English,Universal Pictures,PG-13,15-Aug-08,124 min,Wild Child,2008.0,tt1024255
1325,1325,80000000,tt0425061,230685453,1325.0,"Ben Browder, Amanda Tapping, Christopher Judge, Michael Shanks","USA, Canada",Robert C. Cooper,"Action, Adventure, Drama",7.4,"17,441",English,MGM,NOT RATED,11-Mar-08,97 min,Stargate: The Ark of Truth,2008.0,tt0942903
1326,1326,5000000,tt0884224,1296184,1326.0,"Tony Chiu-Wai Leung, Takeshi Kaneshiro, Fengyi Zhang, Chen Chang","China, Hong Kong, Japan, Taiwan, South Korea",John Woo,"Action, Drama, History",7.6,"20,318",Mandarin,Magnolia Pictures,,20-Nov-09,142 min,Red Cliff II,2009.0,tt1326972
1327,1327,58000000,tt0379865,41299492,1327.0,"Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Mor??n","Spain, France",Daniel Monz??n,"Action, Crime, Drama",7.7,"54,162","Spanish, Basque, English",Paramount Pictures,,6-Nov-09,113 min,Cell 211,2009.0,tt1242422
1328,1328,20000000,tt1024255,21972336,1328.0,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner",USA,Hoyt Yeatman,"Animation, Action, Adventure",5.1,"35,610",English,Walt Disney Pictures,PG,24-Jul-09,88 min,G-Force,2009.0,tt0436339
1329,1329,7000000,tt0942903,8900000,1329.0,"Hugh Grant, Sarah Jessica Parker, Natalia Klimas, Vincenzo Amato",USA,Marc Lawrence,"Comedy, Drama, Romance",4.8,"31,765","English, Ukrainian, French, Italian, Spanish",Sony Pictures/Columbia,PG-13,18-Dec-09,103 min,Did You Hear About the Morgans?,2009.0,tt1314228
1330,1330,80000000,tt1326972,121059225,1330.0,"Vegar Hoel, Stig Frode Henriksen, Charlotte Frogner, Lasse Valdal",Norway,Tommy Wirkola,"Comedy, Horror",6.3,"57,887",Norwegian,IFC,NOT RATED,9-Jan-09,91 min,Dead Snow,2009.0,tt1278340
1331,1331,5700000,tt1242422,19300483,1331.0,"Odette Annable, Gary Oldman, Cam Gigandet, Meagan Good",USA,David S. Goyer,"Drama, Horror, Mystery",4.8,"44,244","English, Hebrew",Rogue Pictures,PG-13,9-Jan-09,88 min,The Unborn,2009.0,tt1139668
1332,1332,150000000,tt0436339,292817841,1332.0,"Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter",USA,Todd Graff,"Comedy, Drama, Family",6.4,"12,608",English,Summit Entertainment,PG,14-Aug-09,111 min,Bandslam,2009.0,tt0976222
1333,1333,58000000,tt1314228,85280250,1333.0,"Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London","Canada, USA",Chris Columbus,"Comedy, Romance",5.3,"29,927",English,20th Century Fox,PG-13,10-Jul-09,102 min,"I Love You, Beth Cooper",2009.0,tt1032815
1334,1334,800000,tt1278340,1984662,1334.0,"Jack Black, Michael Cera, Oliver Platt, David Cross",USA,Harold Ramis,"Adventure, Comedy",4.9,"80,553",English,Sony Pictures,PG-13,19-Jun-09,97 min,Year One,2009.0,tt1045778
1335,1335,16000000,tt1139668,76514050,1335.0,"Dwayne Johnson, Ashley Judd, Stephen Merchant, Ryan Sheckler","USA, Canada",Michael Lembeck,"Comedy, Family, Fantasy",5.0,"33,502",English,20th Century Fox,PG,22-Jan-10,101 min,Tooth Fairy,2010.0,tt0808510
1336,1336,20000000,tt0976222,5210988,1336.0,"Hilary Swank, Sam Rockwell, Thomas D. Mahard, Owen Campbell",USA,Tony Goldwyn,"Biography, Drama",7.2,"37,284",English,Fox Searchlight,R,5-Nov-10,107 min,Conviction,2010.0,tt1244754
1337,1337,18000000,tt1032815,15345201,1337.0,"Otto Jespersen, Glenn Erland Tosterud, Johanna M?rck, Tomas Alf Larsen",Norway,Andr?? ?vredal,"Drama, Fantasy, Horror",7.0,"58,947","Norwegian, English",Magnolia Pictures,PG-13,29-Oct-10,103 min,Trollhunter,2010.0,tt1740707
1338,1338,60000000,tt1045778,62357900,1338.0,"Christina Ricci, Liam Neeson, Justin Long, Chandler Canterbury",USA,Agnieszka Wojtowicz-Vosloo,"Drama, Horror, Mystery",5.9,"32,632",English,,R,26-Aug-10,104 min,After.Life,2009.0,tt0838247
1339,1339,48000000,tt0808510,112462508,1339.0,"Joseph Gordon-Levitt, Devin Brochu, Rainn Wilson, Piper Laurie",USA,Spencer Susser,"Comedy, Drama",7.1,"46,173",English,Newmarket Films,R,25-Jun-11,106 min,Hesher,2010.0,tt1403177
1340,1340,12500000,tt1244754,6732980,1340.0,"Riz Ahmed, Arsher Ali, Nigel Lindsay, Kayvan Novak","UK, France",Christopher Morris,"Comedy, Crime, Drama",7.3,"61,588","English, Urdu, Arabic",Drafthouse Films,R,7-May-10,97 min,Four Lions,2010.0,tt1341167
1341,1341,3500000,tt1740707,4159678,1341.0,"Diane Lane, John Malkovich, Dylan Walsh, Margo Martindale",USA,Randall Wallace,"Biography, Drama, Family",7.2,"22,382",English,Walt Disney Pictures,PG,8-Oct-10,123 min,Secretariat,2010.0,tt1028576
1342,1342,4500000,tt0838247,3606395,1342.0,"Katie Holmes, Josh Duhamel, Anna Paquin, Malin Akerman",USA,Galt Niederhoffer,"Comedy, Drama, Romance",5.1,"10,577",English,Benaroya Pictures,PG-13,26-May-10,95 min,The Romantics,2010.0,tt1403988
1343,1343,7000000,tt1403177,382946,1343.0,"Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",USA,James Gunn,"Comedy, Drama",6.8,"65,873",English,IFC Midnight,R,10-Jun-11,96 min,Super,2010.0,tt1512235
1344,1344,967686,tt1341167,4270000,1344.0,"Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes","USA, France",Massy Tadjedin,"Drama, Romance",6.6,"42,031",English,Independent Pictures,R,16-Feb-11,93 min,Last Night,2010.0,tt1294688
1345,1345,35000000,tt1028576,60251371,1345.0,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel",USA,Jim Field Smith,"Comedy, Romance",6.4,"107,555","English, Ukrainian",Paramount,R,12-Mar-10,104 min,She's Out of My League,2010.0,tt0815236
1346,1346,4500000,tt1403988,123820,1346.0,"Danielle Harris, Tony Todd, Kane Hodder, Parry Shen",USA,Adam Green,"Comedy, Horror, Thriller",5.5,"10,125",English,Dark Sky Films,R,1-Nov-10,85 min,Hatchet II,2010.0,tt1270835
